id,name,department,salary,employmentType
7109,David Martinez,Finance,82317.87,2
7110,Bob Johnson,Finance,78636.62,1
7111,Alice Brown,Engineering,39803.43,0
7112,Charlie Davis,Engineering,59154.96,0
7113,Olivia White,Sales,93845.43,1
7114,John Doe,Sales,36409.7,1
7115,John Doe,Finance,77038.42,0
7116,Olivia White,Finance,42112.81,0
7117,Charlie Davis,Sales,30434.16,0
7118,Olivia White,Engineering,30414.51,1
7119,Olivia White,Finance,56195.55,0
7120,David Martinez,Marketing,36359.08,1
7121,Bob Johnson,Finance,62916.65,2
7122,Alice Brown,Engineering,88811.92,0
7123,David Martinez,Finance,34878.08,0
7124,Charlie Davis,Sales,87513.81,2
7125,Charlie Davis,Marketing,59491.02,2
7126,David Martinez,Sales,74973.44,0
7127,Michael Lee,Engineering,31846.53,0
7128,Michael Lee,HR,38268.79,1
7129,Emily Wilson,HR,84391.3,0
7130,Olivia White,Sales,38427.35,1
7131,John Doe,HR,39449.18,1
7132,Charlie Davis,HR,94761.69,0
7133,Jane Smith,Marketing,84774.12,1
7134,Jane Smith,Sales,34203.25,0
7135,Charlie Davis,Engineering,93764.62,0
7136,Emily Wilson,HR,35998.64,2
7137,Sophia Garcia,HR,60317.98,1
7138,Jane Smith,HR,63795.55,2
7139,Emily Wilson,HR,55717.0,0
7140,Emily Wilson,Engineering,84406.75,0
7141,David Martinez,Finance,57094.01,1
7142,Alice Brown,Marketing,98810.03,2
7143,Sophia Garcia,Engineering,42488.9,1
7144,Michael Lee,Marketing,49790.14,1
7145,Alice Brown,Marketing,51533.72,2
7146,Emily Wilson,Finance,66081.96,1
7147,John Doe,Engineering,55561.37,0
7148,Olivia White,HR,62437.38,0
7149,Jane Smith,Marketing,58301.48,0
7150,Emily Wilson,Finance,49157.54,0
7151,Charlie Davis,Sales,49642.4,2
7152,John Doe,Sales,56899.15,2
7153,Olivia White,Finance,53379.42,1
7154,Bob Johnson,Finance,62226.26,1
7155,Jane Smith,Engineering,96729.49,2
7156,John Doe,HR,85654.96,2
7157,David Martinez,Finance,55310.43,1
7158,Alice Brown,Marketing,93750.06,0
7159,Jane Smith,HR,48887.41,2
7160,Bob Johnson,Sales,48812.76,0
7161,Bob Johnson,Sales,31413.18,1
7162,Jane Smith,Sales,96691.07,0
7163,Alice Brown,Sales,87880.91,2
7164,John Doe,Engineering,88064.31,1
7165,Charlie Davis,HR,46832.08,1
7166,John Doe,Sales,37939.76,0
7167,Alice Brown,HR,48308.22,2
7168,Jane Smith,Marketing,81362.84,1
7169,John Doe,HR,42979.36,0
7170,Olivia White,HR,85576.72,0
7171,David Martinez,Marketing,77713.44,1
7172,Michael Lee,Finance,34453.86,2
7173,Olivia White,Sales,56161.12,2
7174,Sophia Garcia,Engineering,93199.99,0
7175,Emily Wilson,Marketing,56024.13,2
7176,Jane Smith,Engineering,57840.49,0
7177,Sophia Garcia,Marketing,63955.59,2
7178,Alice Brown,Engineering,45228.07,2
7179,Olivia White,Engineering,38383.57,2
7180,David Martinez,Marketing,76621.45,2
7181,Olivia White,Engineering,88943.16,0
7182,Sophia Garcia,Finance,95818.81,1
7183,Jane Smith,Marketing,38899.16,2
7184,Alice Brown,Sales,89308.89,1
7185,Olivia White,HR,61158.4,0
7186,Olivia White,HR,79260.74,0
7187,Charlie Davis,Engineering,89545.1,1
7188,John Doe,Finance,58761.05,2
7189,Sophia Garcia,Sales,92376.81,2
7190,Alice Brown,Finance,65066.0,0
7191,Charlie Davis,Sales,57401.11,2
7192,David Martinez,HR,68156.52,0
7193,Olivia White,Finance,37339.53,1
7194,Olivia White,Engineering,54189.94,1
7195,Charlie Davis,Sales,95416.15,2
7196,Emily Wilson,Marketing,74541.98,1
7197,John Doe,Finance,90463.0,1
7198,Jane Smith,Sales,34090.09,1
7199,Emily Wilson,Sales,36747.08,2
7200,Olivia White,Finance,99717.55,0
7201,Bob Johnson,Sales,54782.3,0
7202,Emily Wilson,Sales,55799.74,1
7203,David Martinez,HR,63334.48,0
7204,Michael Lee,Engineering,61457.82,0
7205,Sophia Garcia,Marketing,78918.86,1
7206,David Martinez,Marketing,95017.9,1
7207,Sophia Garcia,Finance,45309.81,0
7208,Olivia White,HR,50800.33,2
7209,Alice Brown,HR,94040.15,0
7210,Sophia Garcia,Engineering,83370.89,1
7211,Emily Wilson,Sales,97648.43,1
7212,Emily Wilson,Finance,41253.08,1
7213,Emily Wilson,Engineering,38856.14,2
7214,Jane Smith,Finance,33278.59,0
7215,Emily Wilson,Engineering,99340.13,0
7216,Sophia Garcia,Sales,47462.83,1
7217,Olivia White,Marketing,42000.53,0
7218,John Doe,Finance,64902.1,2
7219,Jane Smith,Sales,77780.84,0
7220,Olivia White,Sales,89687.1,0
7221,Olivia White,Finance,97488.79,2
7222,Charlie Davis,HR,36266.28,1
7223,Charlie Davis,Engineering,93923.62,1
7224,Alice Brown,Finance,73908.29,1
7225,Bob Johnson,Engineering,49322.91,1
7226,Charlie Davis,HR,84508.58,1
7227,Bob Johnson,Marketing,64719.04,1
7228,Olivia White,Engineering,68387.41,1
7229,Alice Brown,Marketing,32561.0,0
7230,Sophia Garcia,Engineering,41477.5,0
7231,Bob Johnson,Engineering,79200.1,2
7232,Jane Smith,Engineering,82961.76,1
7233,Olivia White,Finance,65189.71,1
7234,Michael Lee,Finance,84307.33,1
7235,Alice Brown,Sales,39691.2,2
7236,Emily Wilson,Marketing,91272.19,0
7237,Alice Brown,Finance,83337.96,1
7238,Michael Lee,Marketing,97961.67,0
7239,Michael Lee,Sales,68641.57,1
7240,David Martinez,HR,53922.55,1
7241,Bob Johnson,Finance,67505.92,1
7242,Olivia White,HR,39273.98,0
7243,Olivia White,Finance,94258.0,0
7244,Michael Lee,Sales,92336.52,0
7245,Bob Johnson,HR,41505.21,1
7246,Olivia White,Sales,70632.95,2
7247,John Doe,Finance,61140.47,2
7248,John Doe,Marketing,81223.52,0
7249,Emily Wilson,Finance,98654.59,1
7250,David Martinez,HR,75724.65,1
7251,Bob Johnson,Marketing,47464.99,2
7252,Bob Johnson,Marketing,30484.79,0
7253,Bob Johnson,HR,37820.98,2
7254,Olivia White,Sales,93001.23,0
7255,John Doe,Sales,33197.29,1
7256,Charlie Davis,Engineering,57644.53,0
7257,Jane Smith,Engineering,57507.13,1
7258,Alice Brown,HR,68005.51,1
7259,Emily Wilson,Sales,59190.16,0
7260,Jane Smith,Sales,80618.29,2
7261,Michael Lee,HR,81680.61,2
7262,Jane Smith,Marketing,62065.41,1
7263,David Martinez,HR,94011.62,2
7264,John Doe,Engineering,68570.31,2
7265,David Martinez,Marketing,59005.79,0
7266,John Doe,Engineering,82518.81,0
7267,Emily Wilson,Marketing,75611.12,1
7268,Charlie Davis,HR,37240.35,2
7269,Michael Lee,Finance,61869.99,1
7270,Bob Johnson,Marketing,64702.91,0
7271,John Doe,Finance,91635.32,1
7272,David Martinez,Sales,87661.6,1
7273,Charlie Davis,Marketing,69063.83,1
7274,Michael Lee,Marketing,94495.31,2
7275,Sophia Garcia,Marketing,56787.24,2
7276,John Doe,Marketing,99791.34,1
7277,Olivia White,HR,32010.58,2
7278,David Martinez,HR,59263.97,0
7279,Sophia Garcia,HR,37076.87,0
7280,Bob Johnson,Finance,61472.93,1
7281,Charlie Davis,HR,48162.86,2
7282,Emily Wilson,Engineering,34287.97,1
7283,Olivia White,Engineering,51090.05,0
7284,Olivia White,Sales,52098.84,0
7285,David Martinez,Engineering,45689.62,0
7286,Olivia White,Engineering,81019.69,1
7287,Olivia White,HR,97439.5,2
7288,David Martinez,Engineering,95515.77,1
7289,Alice Brown,Marketing,77228.13,0
7290,Olivia White,Sales,51382.6,1
7291,Emily Wilson,Finance,85276.61,0
7292,David Martinez,Finance,74927.19,1
7293,Michael Lee,Sales,62056.82,1
7294,Alice Brown,Engineering,94829.81,1
7295,Bob Johnson,Marketing,51820.22,1
7296,Michael Lee,HR,52137.14,1
7297,Alice Brown,Finance,38759.31,1
7298,David Martinez,Engineering,39405.12,0
7299,John Doe,Engineering,51457.87,0
7300,Emily Wilson,Engineering,92782.47,0
7301,Alice Brown,Marketing,62555.65,0
7302,Bob Johnson,Marketing,83279.85,2
7303,Charlie Davis,Marketing,43444.69,0
7304,Bob Johnson,Marketing,87333.61,0
7305,John Doe,Marketing,60889.48,1
7306,John Doe,Marketing,65525.81,2
7307,Michael Lee,Sales,96447.84,2
7308,Bob Johnson,Sales,87619.72,1
7309,Emily Wilson,HR,31011.16,2
7310,David Martinez,Finance,47083.08,2
7311,John Doe,Finance,68967.61,2
7312,John Doe,Marketing,74429.33,0
7313,Emily Wilson,Finance,46803.04,2
7314,John Doe,Engineering,35936.08,0
7315,Bob Johnson,Sales,39647.92,2
7316,Sophia Garcia,Marketing,41831.07,1
7317,Jane Smith,Finance,37341.81,2
7318,Jane Smith,Marketing,42854.16,2
7319,Charlie Davis,Marketing,82850.97,2
7320,Bob Johnson,Engineering,88877.11,0
7321,Olivia White,Sales,81155.07,1
7322,Emily Wilson,Engineering,94873.25,1
7323,Olivia White,Marketing,41408.56,1
7324,Alice Brown,HR,76769.13,0
7325,Bob Johnson,Engineering,65938.98,2
7326,Sophia Garcia,HR,43172.0,2
7327,Bob Johnson,Engineering,35633.14,0
7328,John Doe,Finance,69939.4,1
7329,Olivia White,Marketing,70815.21,2
7330,John Doe,Engineering,94554.09,2
7331,John Doe,HR,35966.7,1
7332,Charlie Davis,Finance,50332.27,2
7333,Sophia Garcia,Marketing,50499.22,2
7334,Bob Johnson,Sales,87534.46,1
7335,John Doe,Engineering,75001.32,2
7336,Alice Brown,HR,82634.36,2
7337,John Doe,Sales,58098.3,1
7338,David Martinez,Finance,31276.61,1
7339,Alice Brown,HR,68675.64,0
7340,Michael Lee,HR,46638.51,2
7341,Sophia Garcia,Engineering,49790.48,2
7342,Olivia White,Finance,37884.24,0
7343,David Martinez,HR,77422.98,1
7344,Charlie Davis,Marketing,84592.58,0
7345,Bob Johnson,HR,71166.85,1
7346,John Doe,HR,66121.49,1
7347,Sophia Garcia,HR,61117.06,1
7348,David Martinez,Sales,62340.42,1
7349,Emily Wilson,Engineering,67553.39,1
7350,Bob Johnson,HR,63756.58,0
7351,Emily Wilson,HR,63417.27,0
7352,Michael Lee,HR,71462.26,1
7353,Jane Smith,Sales,38913.15,1
7354,Jane Smith,Marketing,53232.57,1
7355,David Martinez,HR,35018.46,0
7356,Alice Brown,Sales,71999.99,1
7357,Sophia Garcia,Sales,58249.38,1
7358,John Doe,HR,97630.8,1
7359,Michael Lee,Sales,70596.44,2
7360,Charlie Davis,HR,30656.09,0
7361,Sophia Garcia,Engineering,40729.0,2
7362,Sophia Garcia,Finance,34935.99,0
7363,Emily Wilson,Sales,88979.9,1
7364,Alice Brown,Sales,78999.81,1
7365,Charlie Davis,Marketing,73671.02,1
7366,Sophia Garcia,Finance,90422.95,0
7367,Emily Wilson,HR,82214.6,1
7368,Olivia White,Sales,97346.65,1
7369,Olivia White,HR,91342.54,1
7370,Alice Brown,Engineering,35344.33,0
7371,Michael Lee,Finance,38909.19,2
7372,Alice Brown,Engineering,47569.2,1
7373,Bob Johnson,Engineering,92804.49,1
7374,Bob Johnson,Marketing,43471.34,1
7375,Sophia Garcia,Engineering,57888.14,0
7376,Bob Johnson,Engineering,77772.63,0
7377,Michael Lee,Sales,46058.07,0
7378,Olivia White,Marketing,71972.83,1
7379,Charlie Davis,Sales,82472.0,0
7380,Emily Wilson,Finance,62459.09,0
7381,John Doe,Engineering,86233.3,2
7382,Sophia Garcia,Engineering,35146.36,2
7383,Bob Johnson,Marketing,79582.3,1
7384,Charlie Davis,Finance,88570.83,1
7385,Michael Lee,Engineering,49165.52,0
7386,Michael Lee,Finance,66251.04,1
7387,Charlie Davis,Marketing,63960.25,2
7388,Jane Smith,Engineering,89528.37,1
7389,Olivia White,Marketing,78674.37,1
7390,Michael Lee,Engineering,69758.68,1
7391,Charlie Davis,Engineering,90783.39,1
7392,Alice Brown,Sales,39028.65,0
7393,Emily Wilson,Marketing,51194.52,1
7394,Charlie Davis,HR,86452.73,1
7395,Alice Brown,Sales,60636.87,1
7396,Sophia Garcia,Engineering,99501.18,1
7397,Alice Brown,HR,63731.75,2
7398,Alice Brown,Finance,38324.72,1
7399,Olivia White,HR,71274.29,0
7400,Jane Smith,Marketing,53664.28,0
7401,Emily Wilson,Marketing,46289.12,2
7402,Bob Johnson,Engineering,47468.36,0
7403,Jane Smith,Engineering,36836.92,2
7404,Sophia Garcia,Finance,78515.06,1
7405,Emily Wilson,HR,98921.47,2
7406,Bob Johnson,Finance,55860.32,2
7407,David Martinez,HR,85836.71,2
7408,Charlie Davis,Sales,96709.99,1
7409,David Martinez,Finance,48245.43,0
7410,Bob Johnson,Sales,49680.96,0
7411,John Doe,Finance,48541.25,1
7412,Michael Lee,Marketing,86204.11,2
7413,Olivia White,Engineering,64328.34,0
7414,Olivia White,Marketing,84775.34,2
7415,Olivia White,HR,52959.83,2
7416,Bob Johnson,Marketing,36268.05,0
7417,Olivia White,Engineering,48217.11,0
7418,Alice Brown,HR,31326.43,0
7419,David Martinez,Sales,34038.75,2
7420,Sophia Garcia,Engineering,74502.25,2
7421,Olivia White,Marketing,96236.56,0
7422,David Martinez,Finance,51769.61,0
7423,Charlie Davis,Finance,53017.73,1
7424,David Martinez,Finance,46645.94,0
7425,Alice Brown,Engineering,40171.54,0
7426,Charlie Davis,Sales,98330.12,0
7427,Olivia White,Engineering,75787.65,1
7428,Bob Johnson,Engineering,99502.86,2
7429,Sophia Garcia,Engineering,50291.39,2
7430,Jane Smith,Engineering,53212.21,0
7431,Jane Smith,Marketing,84086.44,1
7432,Sophia Garcia,Engineering,95755.67,0
7433,Emily Wilson,Engineering,37149.54,2
7434,Charlie Davis,Finance,94172.12,1
7435,Emily Wilson,Marketing,68080.51,0
7436,Olivia White,Sales,54454.65,1
7437,Michael Lee,HR,97011.32,0
7438,Michael Lee,Engineering,31006.71,2
7439,John Doe,Finance,63360.12,1
7440,Olivia White,HR,53516.95,0
7441,Emily Wilson,Engineering,70049.61,2
7442,Emily Wilson,Finance,77933.99,2
7443,Michael Lee,HR,91229.59,0
7444,Jane Smith,Engineering,69430.46,2
7445,Alice Brown,HR,49243.41,2
7446,Alice Brown,HR,44670.56,1
7447,Jane Smith,Engineering,66233.8,2
7448,Jane Smith,HR,72344.7,1
7449,Alice Brown,Marketing,99758.25,0
7450,Emily Wilson,Sales,96970.88,1
7451,Emily Wilson,Engineering,98710.84,0
7452,Bob Johnson,Engineering,83472.54,2
7453,Charlie Davis,Sales,94764.65,0
7454,Olivia White,Finance,53231.19,0
7455,Olivia White,Marketing,52138.45,0
7456,Jane Smith,Sales,70664.15,2
7457,Jane Smith,HR,98873.16,2
7458,Bob Johnson,Finance,36488.18,0
7459,David Martinez,Engineering,67455.84,0
7460,Olivia White,Marketing,40331.37,0
7461,Bob Johnson,Finance,84340.47,2
7462,Emily Wilson,Finance,43843.09,0
7463,Jane Smith,HR,67992.14,0
7464,Michael Lee,Marketing,60472.97,1
7465,Charlie Davis,HR,69637.61,0
7466,Charlie Davis,Sales,37349.87,2
7467,Jane Smith,Engineering,31204.76,2
7468,Alice Brown,Engineering,88576.89,2
7469,David Martinez,Engineering,63690.82,2
7470,Jane Smith,Sales,87821.05,2
7471,David Martinez,Finance,95851.15,2
7472,Sophia Garcia,Marketing,52406.59,1
7473,David Martinez,HR,38619.69,0
7474,John Doe,Sales,52951.46,0
7475,Michael Lee,Marketing,33363.21,1
7476,Charlie Davis,Sales,43415.88,0
7477,Sophia Garcia,Finance,30487.69,0
7478,Bob Johnson,Marketing,67229.05,1
7479,Sophia Garcia,HR,56456.9,2
7480,Charlie Davis,Engineering,33981.62,1
7481,Michael Lee,Sales,80630.81,1
7482,John Doe,Sales,91523.29,0
7483,Emily Wilson,Engineering,88720.12,0
7484,David Martinez,Marketing,88661.71,0
7485,Emily Wilson,HR,30031.97,2
7486,David Martinez,HR,30261.1,0
7487,Olivia White,Engineering,73818.38,1
7488,Charlie Davis,HR,35197.51,1
7489,Michael Lee,Sales,92538.57,0
7490,John Doe,Sales,50405.05,1
7491,Sophia Garcia,Marketing,32440.0,0
7492,Charlie Davis,Sales,68016.21,1
7493,Michael Lee,HR,59654.56,0
7494,Charlie Davis,HR,42843.12,0
7495,David Martinez,Sales,43305.04,2
7496,Sophia Garcia,Engineering,40264.74,1
7497,Michael Lee,Marketing,64315.72,0
7498,David Martinez,Marketing,98675.8,1
7499,Bob Johnson,Finance,67581.42,0
7500,Bob Johnson,HR,42351.85,2
7501,Sophia Garcia,Engineering,75886.54,2
7502,Alice Brown,Finance,32377.18,0
7503,Charlie Davis,HR,85383.72,2
7504,Bob Johnson,HR,92248.14,2
7505,Bob Johnson,HR,55285.34,2
7506,Emily Wilson,Marketing,35899.39,2
7507,David Martinez,Sales,57190.85,0
7508,David Martinez,Engineering,67642.54,2
7509,David Martinez,Sales,56040.41,2
7510,Emily Wilson,Marketing,42951.64,1
7511,Sophia Garcia,Marketing,67726.85,2
7512,Emily Wilson,Engineering,65715.23,2
7513,Olivia White,Finance,40877.31,1
7514,Charlie Davis,Sales,31909.33,1
7515,John Doe,Engineering,99235.91,0
7516,Alice Brown,Marketing,43589.49,2
7517,Olivia White,HR,78446.36,2
7518,Olivia White,Marketing,77091.56,2
7519,Jane Smith,Finance,82838.13,1
7520,Emily Wilson,Marketing,76111.7,0
7521,Emily Wilson,Finance,67000.76,0
7522,Alice Brown,HR,57508.66,2
7523,Jane Smith,Finance,72716.43,0
7524,Alice Brown,Sales,96049.97,1
7525,Sophia Garcia,Sales,59365.11,1
7526,Sophia Garcia,Marketing,80915.48,0
7527,David Martinez,Marketing,92146.33,0
7528,Sophia Garcia,Sales,34914.76,1
7529,Emily Wilson,Engineering,95490.67,0
7530,Sophia Garcia,Finance,83575.75,1
7531,John Doe,Engineering,87935.99,1
7532,David Martinez,HR,92522.38,1
7533,Charlie Davis,Marketing,60016.96,1
7534,Emily Wilson,Marketing,63818.96,1
7535,John Doe,Marketing,34563.75,2
7536,Bob Johnson,Sales,57164.96,0
7537,David Martinez,Finance,62223.33,0
7538,Jane Smith,Finance,34078.97,1
7539,Olivia White,HR,32420.09,1
7540,Michael Lee,Sales,53130.6,0
7541,Alice Brown,Marketing,54791.51,2
7542,Jane Smith,HR,73555.04,2
7543,Emily Wilson,Finance,85307.82,1
7544,Sophia Garcia,Marketing,79580.83,1
7545,Michael Lee,Finance,44905.17,2
7546,David Martinez,Engineering,88398.74,0
7547,Michael Lee,HR,33761.52,2
7548,Emily Wilson,Engineering,70616.87,1
7549,Sophia Garcia,HR,65501.55,0
7550,Jane Smith,Engineering,88865.68,2
7551,Jane Smith,HR,67020.26,0
7552,John Doe,Finance,37368.0,0
7553,Michael Lee,Engineering,72388.55,2
7554,Alice Brown,Sales,91647.44,2
7555,Bob Johnson,HR,94919.36,2
7556,Michael Lee,Marketing,71593.67,2
7557,John Doe,Marketing,75609.97,0
7558,Emily Wilson,Sales,39469.91,2
7559,David Martinez,Sales,30197.06,0
7560,Olivia White,Marketing,99872.16,0
7561,Emily Wilson,Marketing,45791.61,0
7562,Olivia White,Finance,51772.67,1
7563,Bob Johnson,HR,71334.46,0
7564,Bob Johnson,Marketing,65792.03,2
7565,Olivia White,Engineering,76828.54,2
7566,Olivia White,Finance,31551.57,1
7567,Olivia White,Marketing,87488.06,2
7568,Charlie Davis,Engineering,71635.35,0
7569,Olivia White,Engineering,77229.38,2
7570,Alice Brown,Finance,41486.07,0
7571,Jane Smith,Engineering,70270.78,1
7572,Olivia White,HR,53765.6,0
7573,Alice Brown,Marketing,30394.49,2
7574,Alice Brown,Finance,86530.88,0
7575,Jane Smith,Engineering,62192.08,1
7576,Michael Lee,Engineering,76098.62,1
7577,Michael Lee,HR,56444.77,1
7578,Olivia White,Marketing,62603.3,0
7579,David Martinez,Engineering,69681.4,0
7580,Michael Lee,Finance,38360.07,0
7581,Jane Smith,Engineering,80598.09,2
7582,Jane Smith,Sales,56654.96,1
7583,John Doe,Sales,87640.66,1
7584,Alice Brown,Marketing,48480.96,2
7585,Jane Smith,Engineering,44623.5,1
7586,Alice Brown,Engineering,62876.34,2
7587,David Martinez,Engineering,67040.43,1
7588,Jane Smith,Sales,60440.3,2
7589,Charlie Davis,HR,67296.77,1
7590,Sophia Garcia,HR,57341.57,2
7591,Michael Lee,Marketing,50047.11,1
7592,Charlie Davis,HR,89164.81,1
7593,Charlie Davis,HR,91896.71,2
7594,Sophia Garcia,Finance,73008.41,2
7595,Alice Brown,Finance,45609.6,0
7596,Charlie Davis,Finance,60475.4,1
7597,Michael Lee,Finance,48934.24,2
7598,Olivia White,Sales,52962.37,0
7599,Alice Brown,Sales,59684.74,2
7600,John Doe,HR,96796.1,0
7601,Charlie Davis,Engineering,48520.96,0
7602,John Doe,Engineering,91589.17,0
7603,Jane Smith,Finance,47996.48,1
7604,Olivia White,Marketing,30415.74,0
7605,Emily Wilson,HR,44214.7,1
7606,Olivia White,Marketing,91890.42,0
7607,Olivia White,HR,40032.44,1
7608,Emily Wilson,HR,39077.19,2
7609,Alice Brown,HR,64681.22,1
7610,Jane Smith,Marketing,50068.36,1
7611,Jane Smith,Sales,48066.68,0
7612,Sophia Garcia,HR,86594.73,2
7613,David Martinez,Finance,73364.27,2
7614,Alice Brown,Finance,61831.29,0
7615,Michael Lee,Marketing,40813.01,2
7616,Sophia Garcia,Engineering,39027.89,0
7617,Alice Brown,Finance,67837.65,0
7618,David Martinez,Sales,98667.55,0
7619,Charlie Davis,Engineering,84894.5,1
7620,Bob Johnson,Finance,86299.04,0
7621,Jane Smith,Engineering,89869.55,2
7622,Olivia White,Engineering,39196.56,0
7623,Emily Wilson,Engineering,68722.77,2
7624,David Martinez,Sales,69647.96,2
7625,John Doe,Marketing,68826.33,2
7626,Emily Wilson,Sales,79104.11,0
7627,David Martinez,Sales,65352.43,2
7628,Olivia White,Marketing,73268.54,2
7629,Michael Lee,Finance,36174.77,2
7630,Bob Johnson,HR,95841.86,2
7631,Jane Smith,Marketing,34770.81,2
7632,Sophia Garcia,Finance,47163.73,2
7633,David Martinez,HR,49388.13,1
7634,Alice Brown,Engineering,46268.15,1
7635,Bob Johnson,Marketing,48178.62,1
7636,David Martinez,HR,53334.58,2
7637,Charlie Davis,HR,99625.35,0
7638,David Martinez,Finance,54651.28,1
7639,Charlie Davis,Marketing,36598.65,0
7640,Charlie Davis,HR,91139.56,0
7641,Jane Smith,Engineering,75656.19,0
7642,Michael Lee,Sales,33140.56,0
7643,Charlie Davis,Marketing,58982.56,1
7644,David Martinez,HR,61982.26,2
7645,Emily Wilson,HR,83771.86,2
7646,Charlie Davis,Engineering,37669.1,2
7647,John Doe,Marketing,53940.81,1
7648,Emily Wilson,HR,40099.39,1
7649,Michael Lee,Finance,33223.72,1
7650,Charlie Davis,HR,64132.56,1
7651,David Martinez,Marketing,95958.08,2
7652,John Doe,Finance,32351.07,0
7653,Jane Smith,Finance,48196.92,0
7654,Emily Wilson,Engineering,67223.46,0
7655,Bob Johnson,Marketing,84126.67,2
7656,Michael Lee,Engineering,46863.54,1
7657,Charlie Davis,Sales,76125.54,0
7658,Emily Wilson,Finance,65098.52,1
7659,Alice Brown,Engineering,32104.53,0
7660,Jane Smith,Engineering,38415.81,0
7661,David Martinez,Marketing,39919.0,2
7662,John Doe,Marketing,79660.57,0
7663,John Doe,Marketing,71821.64,0
7664,David Martinez,Finance,30337.2,1
7665,Charlie Davis,Sales,69144.53,0
7666,Charlie Davis,Engineering,93236.75,2
7667,Olivia White,Sales,67909.96,1
7668,Alice Brown,HR,59478.46,1
7669,Emily Wilson,Marketing,59958.25,2
7670,David Martinez,HR,34852.32,0
7671,Michael Lee,Sales,41394.46,2
7672,Emily Wilson,Marketing,73276.83,2
7673,Bob Johnson,Finance,67626.89,1
7674,Michael Lee,Engineering,48664.83,0
7675,David Martinez,Finance,99730.47,2
7676,David Martinez,Finance,80986.89,0
7677,Sophia Garcia,Finance,49559.4,1
7678,Sophia Garcia,Sales,82203.71,1
7679,Charlie Davis,Engineering,42610.52,1
7680,Alice Brown,Sales,73599.78,2
7681,Sophia Garcia,HR,34601.11,2
7682,Bob Johnson,Finance,33466.89,1
7683,Alice Brown,Finance,92881.6,1
7684,Olivia White,Marketing,86921.64,2
7685,Sophia Garcia,Finance,75585.68,2
7686,Bob Johnson,Marketing,96872.61,0
7687,Bob Johnson,Sales,67691.58,2
7688,Charlie Davis,Finance,89214.58,1
7689,Bob Johnson,HR,86027.72,0
7690,Jane Smith,Finance,36920.08,1
7691,Emily Wilson,Finance,32637.1,1
7692,Jane Smith,Engineering,67830.99,0
7693,John Doe,Sales,71609.68,0
7694,Michael Lee,HR,46533.61,2
7695,Emily Wilson,Sales,81255.3,0
7696,Sophia Garcia,Engineering,78618.04,1
7697,Olivia White,Marketing,87971.4,2
7698,Charlie Davis,Sales,58582.52,1
7699,Emily Wilson,Sales,38033.79,2
7700,Emily Wilson,Marketing,40282.48,1
7701,John Doe,Marketing,85181.07,2
7702,Bob Johnson,Finance,69520.49,2
7703,Charlie Davis,Engineering,78530.79,2
7704,David Martinez,Engineering,48018.01,2
7705,Bob Johnson,HR,42800.2,2
7706,Olivia White,Sales,82748.22,2
7707,Sophia Garcia,Sales,67611.39,0
7708,Bob Johnson,HR,88154.31,1
7709,Charlie Davis,Engineering,33382.87,1
7710,Emily Wilson,Sales,41469.77,0
7711,Michael Lee,HR,52868.16,1
7712,Olivia White,Finance,61649.29,1
7713,Michael Lee,Finance,75524.71,1
7714,Michael Lee,Engineering,45534.49,0
7715,Sophia Garcia,Sales,99339.63,2
7716,Charlie Davis,Finance,80766.42,2
7717,Olivia White,Engineering,84590.99,0
7718,Jane Smith,Engineering,89641.7,2
7719,Emily Wilson,Sales,73887.37,0
7720,Jane Smith,Engineering,73558.85,2
7721,David Martinez,Engineering,45755.87,0
7722,Jane Smith,HR,39674.86,0
7723,Charlie Davis,Finance,71886.1,1
7724,Michael Lee,HR,66981.61,0
7725,Sophia Garcia,Engineering,71113.0,2
7726,David Martinez,Engineering,62135.7,2
7727,Emily Wilson,Sales,62867.04,2
7728,Emily Wilson,Engineering,86552.58,2
7729,Charlie Davis,Finance,60956.52,1
7730,John Doe,Engineering,82624.77,2
7731,Alice Brown,Marketing,72962.63,1
7732,David Martinez,Finance,30751.15,1
7733,Olivia White,HR,42867.26,1
7734,Jane Smith,Sales,97591.25,2
7735,Michael Lee,Engineering,37218.93,0
7736,Michael Lee,Sales,59148.91,1
7737,Michael Lee,Marketing,87462.5,2
7738,Michael Lee,Marketing,72240.76,0
7739,Charlie Davis,Marketing,42953.46,2
7740,Jane Smith,HR,49226.35,2
7741,Olivia White,Finance,72370.96,1
7742,John Doe,Marketing,46646.31,1
7743,Bob Johnson,Engineering,78839.63,2
7744,Olivia White,Finance,84644.09,0
7745,Sophia Garcia,Engineering,59858.54,2
7746,Jane Smith,Finance,64010.64,0
7747,Charlie Davis,Engineering,54543.75,2
7748,John Doe,Engineering,57156.87,2
7749,Alice Brown,Sales,53901.98,1
7750,Olivia White,Engineering,52680.05,1
7751,Emily Wilson,Finance,57332.24,0
7752,Olivia White,Finance,40700.16,1
7753,Alice Brown,Sales,42141.34,2
7754,Bob Johnson,Engineering,50764.49,0
7755,Sophia Garcia,Engineering,84387.74,0
7756,Charlie Davis,Sales,61481.75,1
7757,Bob Johnson,Engineering,47609.45,1
7758,Sophia Garcia,Marketing,84477.12,1
7759,Sophia Garcia,Finance,67735.58,0
7760,Alice Brown,Engineering,83537.47,1
7761,Jane Smith,Finance,89670.66,2
7762,John Doe,Marketing,30639.93,2
7763,Jane Smith,Marketing,70438.0,1
